x1,x2,S
1.881462794581017,-1.4956919063075622,A
0.3650848087011255,0.37787595910743144,A
-0.5167825777017979,0.13945148373194677,B
-0.04414221324093063,-0.501998927565678,A
-1.1877608347954831,0.5478094884273835,A
-0.16827515175206598,0.3818153353926891,A
0.7682552275755776,-0.3519640760152357,A
-0.10375746714850745,-1.0654370121317036,A
-0.45619522948077607,-0.40725549043864306,A
0.6239893274180058,0.05562927000044374,B
1.993402164525356,-0.8572090846892247,A
-0.6286151633730596,-0.22756429765973482,A
-0.48970504305285056,-1.4102153998813884,A
-1.7902423374349703,-2.4479642925708602,A
1.8389587077976806,0.11784593991517803,A
0.6112894913046113,3.2658788700267145,A
-2.0531605160048185,-1.012639371487177,A
-0.5667460812522477,2.570461569315633,A
0.6262171811923314,0.16025077295931972,B
-2.17753780754984,-1.0362711975840644,A
-2.6763079177946683,-2.2455083259487543,A
0.9737324997451228,-0.08594464272599919,A
2.306275519827375,1.8237334865531134,A
-1.7982998622801287,-0.7610886499313438,A
0.8389334618667929,-0.8843435450233718,A
-1.1307741432687437,0.623470652731729,B
-0.6259556609493225,-0.33716187573572903,A
0.14002426324186484,1.6420272246836203,A
3.1700219272784964,3.83313014649265,B
-1.5674176649052567,-4.179997008548785,A
0.2767103726192562,0.2630081357850544,A
-0.38034311315710606,1.4147097306107577,A
-0.6601122837004036,-0.3963203004367784,A
-0.9058843612724661,-0.8768712820974036,A
-3.6862668674551147,-3.424126288791883,B
1.262976759786183,-1.6996408067979707,A
-0.38606228305145035,1.6012541572964158,A
3.3615854722740823,-0.3754131738516428,A
-1.223229360721496,1.1509697704211426,B
0.24370879054411232,-0.33847609887861396,A
1.6861891228497703,2.469516241302458,B
0.8036975593243556,-2.282353654615419,A
-1.931557615969789,-0.6053340619964852,A
-1.7713152630446272,-0.7606201564979841,B
-1.1817970128663238,-0.27988195975198543,A
0.6041088576647634,-2.546072005118489,A
2.315637004872904,1.0408339269721363,B
-0.1909930713763549,0.4812798000868765,A
-1.3304471352695137,0.6044368876027909,A
-0.5285491140666281,-2.0395644453979545,A
0.46750745851682823,-1.0009798583971525,A
-0.06821291315377738,0.48914608747536253,A
1.7228573663058024,5.899254552409359,A
-0.11736998322764403,-1.149158322478859,A
-1.8539806755283537,-2.455749114943567,B
0.27369348886535944,-0.5700158439134189,A
-1.756063600729304,-1.9379024460687855,A
-1.2096342305468475,0.8753776197378782,A
-0.6071389965475192,-0.7012726066527945,B
-3.4398458116620567,0.9569361158686789,A
-0.45599287238785713,-0.25375846789636547,B
-1.325632116476059,0.9440983587012517,A
0.9109535107783516,0.42889335671917006,A
2.744173116657664,0.693653829117257,B
0.6273608602587836,0.5304751445234529,B
-2.4420786724526176,-1.5137119018307752,A
1.6501843685852062,0.38928518101590726,A
-2.5126889359203575,-0.561342571761711,A
0.3517666045926504,-0.4147117174144848,A
-0.3974666193668093,-2.1179596713903748,B
-2.4064837299041937,1.52987711060127,B
0.44210287991651603,-0.9012921449966219,A
