x1,x2,S
0.30471707975443135,-1.0399841062404955,A
0.7504511958064572,0.9405647163912139,A
-1.9510351886538364,-1.302179506862318,A
0.12784040316728537,-0.3162425923435822,A
-0.016801157504288795,-0.85304392757358,A
0.8793979748628286,0.7777919354289483,B
0.06603069756121605,1.1272412069680329,A
0.4675093422520456,-0.8592924628832382,A
0.36875078408249884,-0.9588826008289989,A
0.8784503013072725,-0.049925910986252896,A
-0.18486236354526056,-0.6809295444039414,A
1.2225413386740303,-0.15452948206880215,A
-0.4283278221631072,-0.3521335504882296,A
0.5323091855533487,0.36544406436407834,A
0.4127326115959884,0.43082100300788273,A
2.1416476008704612,-0.4064150163846156,A
-0.5122427290715373,-0.8137727282478777,A
0.6159794225754956,1.1289722927208916,A
-0.11394745765487507,-0.840156476962528,A
-0.8244812156912396,0.6505927878247011,A
0.7432541712034423,0.543154268305195,A
-0.6655097072886943,0.23216132306671977,A
0.11668580914072822,0.21868859672901295,A
0.8714287779481898,0.22359554877468227,A
0.6789135630718949,0.06757906948889146,A
0.28911939868998415,0.6312882258385404,A
-1.4571558198556664,-0.31967121635730134,A
-0.4703726542927955,-0.6388778482433419,A
-0.27514225122668373,1.4949413112343959,A
-0.8658311156932432,0.9682783545914808,A
-1.6828697716158048,-0.33488502998577485,A
0.1627530651050056,0.5862223313592781,A
0.711226579792855,0.7933472351999252,A
-0.3487250722484376,-0.46235179266456716,A
0.8579758812571538,-0.1913043248816149,A
-1.2756863233379219,-1.1332872140034806,A
-0.9194522860016113,0.49716074405376404,A
0.14242573607056525,0.6904853540677682,A
-0.42725264633653426,0.15853969107671423,A
0.6255903939673367,-0.3093465397202384,A
0.45677523755741145,-0.6619259410666513,A
-0.3630538465650718,-0.3817378939983291,A
-1.1958396455890397,0.4869724807855818,B
-0.46940234020272387,0.01249411872768743,A
0.48074665890590895,0.4465311760299441,A
0.6653851089727862,-0.09848548450942361,A
-0.42329831204415375,-0.07971821090639905,A
-1.6873344339580298,-1.4471124724230873,B
-1.3226996123544024,-0.9972468276014818,A
0.3997742267234366,-0.9054790553600608,A
-0.3781625540393897,1.2992282977860654,A
-0.35626397106142593,0.7375155684670865,B
-0.933617680009877,-0.20543755786763002,A
-0.9500220549105812,-0.3390330759005625,A
0.8403081374573955,-1.7273204231923487,A
0.43442364354585733,0.2377356023322779,A
-0.5941499556967944,-1.4460578543884546,A
0.07212950771386951,-0.5294927090638024,A
0.23267621135470395,0.02185214552344288,A
1.6017788913209154,-0.23935562747302427,A
-1.023497492621865,0.17927563495631615,A
0.21999668397176517,1.3591875752404365,A
0.8351112459145785,0.35687105914950934,B
1.4633028912195618,-1.188763054322851,A
-0.6397515327497477,-0.9265759414055249,A
-0.38980980315576796,-1.3766861475563088,A
0.6351509468144043,-0.22222269709877338,A
-1.4708062945026579,-1.0155790812075416,A
0.3135138474501953,0.8381265678943811,A
1.9967308916917865,2.9138624660073296,B
0.4144094332759964,-0.9895381200318641,A
-2.132046280731309,0.2677114623438358,A
-0.812941095310326,-0.41535726017968533,A
-0.6120967990598081,-0.14079088641638526,A
1.0659802307876436,0.15704856744534462,A
-0.1586348370386883,-1.0356537528258116,A
-1.674682944704357,-0.4863079090733309,A
-0.05378255081832049,1.767929913579883,A
0.13027452147288585,0.9827395110230576,A
-0.49929559853915206,-1.1849437664170246,A
-0.9651167622323719,-0.7252260645357532,A
2.1284697324351645,-0.8213866792243861,A
0.838489203736345,-0.9029271780870264,A
0.9315730128742441,0.38495096610586316,A
-0.1566378976580904,-0.040762526135434025,A
-0.6547876954293904,0.44607220148208054,B
-0.45498348034078,-1.2256057637672482,A
-1.2779375743196193,0.17258791772211948,A
1.579091256410435,0.15999161357343825,B
-0.11863832610988256,0.2858261396025429,A
1.3060017417068248,0.21938250136385634,A
-0.41092723083373717,1.1062887100598888,A
0.4287564384616135,1.535755991995992,A
0.18323443722190613,-1.2244690317205003,A
-1.368159199245665,1.6509279322312496,B
1.723665720783297,-0.17951921328260065,A
-0.38318732113598775,1.4614442922422022,A
-1.107045682043488,-0.8947270189558264,A
0.6433267946890444,-0.3946051228595896,B
-0.005121866720071296,-0.16344289852451258,A
0.33757454879893356,1.4074818613137168,A
0.09058490690174555,0.6439387932768579,A
-2.0501721010310225,-0.04871840193011795,A
-0.8432302702928711,-1.218813060423628,A
-0.8781523669287508,-0.33412344070081207,A
0.9159025423560131,-1.326392717739564,A
0.030631492594417446,-0.4841694333335785,A
-0.32767309436196085,1.0027578253046041,A
0.5381154370039261,1.3373981074427437,A
-0.15450567924990047,-0.695942611670703,A
-0.22385881688049952,0.2424967912712216,A
0.17657335845371103,-1.0843880722333665,A
0.09048978162787422,0.22822833013890514,A
2.5174740375339204,1.8768446112816701,A
-0.8532433505588201,-0.2873833615491761,A
-1.4634420018370031,-0.5907070139634865,A
0.3156050035903405,1.2058536208882336,A
